시점,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2021,27308,24544,39270,44946,66140,65290,60487,64985,48428,37853,60647,62447,52792,67162,42973,94436,54980,46827,69806,68231,136255,45933,71986,79262,56905
